Sample;Mammalia;Dipnotetrapodomorpha;Insecta;Actinopteri;Aves;Malacostraca;Lepidosauria;Chondrichthyes;Amphibia;Arachnida;Cladistia;Thermoanaerobaculia;Zetaproteobacteria;Oligoflexia;Gammaproteobacteria;Alphaproteobacteria;Synergistia;Nitrospira;Chrysiogenetes;Deferribacteres;Acidobacteriia;Hydrogenophilalia;Holophagae;Betaproteobacteria;Acidithiobacillia;Coprothermobacteria;Aquificae;Fusobacteriia;Vicinamibacteria;Thermodesulfovibrionia;Thermotogae;Spirochaetia;Thermodesulfobacteria;Blastocatellia;Endomicrobia;Thermoplasmata;Elusimicrobia;Calditrichia;Thermococci;Dictyoglomia;Calditrichae;Methanonatronarchaeia;Dehalococcoidia;Faserviricetes;Phycisphaerae;Thermolithobacteria;Actinomycetia;Epsilonproteobacteria;Caudoviricetes;Coriobacteriia;Planctomycetia;Chthonomonadetes;Nitriliruptoria;Chitinivibrionia;Ktedonobacteria;Thermoleophilia;Acidimicrobiia;Chitinispirillia;Lentisphaeria;Deinococci;Duplopiviricetes;Tissierellia;Revtraviricetes;Limnochordia;Bacilli;Verrucomicrobiae;Fibrobacteria;Chlamydiia;Terrimicrobia;Methanobacteria;Megaviricetes;Kiritimatiellae;Pisoniviricetes;Mollicutes;Deltaproteobacteria;Anaerolineae;Chloroflexia;Thermoprotei;Malgrandaviricetes;Erysipelotrichia;Clostridia;Ardenticatenia;Negativicutes;Halobacteria;Rubrobacteria;Methanomicrobia;Arfiviricetes;Gemmatimonadetes;Nitrospinia;Longimicrobia;Thermomicrobia;Opitutae;Caldilineae;Herviviricetes;Tectiliviricetes;Tichowtungiia;Armatimonadia;Bigyra;Papovaviricetes;Spartobacteria;Quintoviricetes;Desulfuribacillia;Tolucaviricetes;Fimbriimonadia;Pokkesviricetes;Tokiviricetes;Caldisericia;Repensiviricetes;Eumycetozoa;Candidatus Thermofonsia;Culicoidibacteria;Chrymotiviricetes;Methanococci;Vidaverviricetes;Flasuviricetes;Oligosphaeria;Thermoflexia;Tepidiformia;Candidatus Cryosericia;Balneolia;Cytophagia;Candidatus Nanoperiomorbia;Flavobacteriia;Saprospiria;Chlorobia;Sphingobacteriia;Bacteroidia;Rhodothermia;Ignavibacteria;Candidatus Saccharimonadia;Chitinophagia;Gloeobacteria;Candidatus Saccharimonia;Candidatus Nanosyncoccalia;Ellioviricetes;Aconoidasida;Demospongiae;Chlorophyceae;Hydrozoa;Oligohymenophorea
SRR22402254;33717;0;0;23;5;0;0;0;0;0;0;26;0;1;138913;6475;675;0;1;17;79;10;5;192365;9;0;11;561;0;0;43;466;101;27;0;0;0;0;0;0;0;0;32;27047;0;0;903693;1544;2355547;445105;56;3;0;3;32;0;6;0;243211;337;7;731;0;13;21070;408725;33;5;0;64479;1;3;0;408;135437;65;7;0;248;23089;5899270;0;609870;179;13;5;0;4;18;306;0;15;52;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;2;545;19;10;37;14142402;0;34;76;846;0;0;0;0;0;0;0;0;0
SRR22402347;8483;0;0;0;0;0;0;0;0;0;0;0;0;0;3138;6696;103;1;11;1;12;1;0;661;6;0;26;29;0;0;15;184;22;2;0;6;0;0;2;0;0;0;4;6014;8;0;3490;123;424172;42601;6;1;0;0;0;0;2;0;0;98;2;48;0;1;29982;71;95;0;0;0;1;0;0;6;4346;1;1;0;72;30745;9767545;0;118208;18;1;0;0;4;0;2;0;5;4;0;0;0;0;786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;0;718;7;0;155;10267329;1;0;7;15;0;0;0;0;0;0;0;0;0
SRR22402277;59236;0;12;83;16;52;0;0;0;0;0;0;1;5;690574;32919;8900;15;11;196;32;3;7;230061;4;1;13;444;0;0;132;533;23;6;1;1754;0;0;0;0;0;12;25;14748;6;0;93125;940;1341383;146523;39;3;10;0;3;4;117;1;116959;489;47;1065;0;25;134425;9082;40;0;12;72303;0;0;0;662;87590;38;2;0;1763;94589;15678593;2;382733;475;43;33;308;158;21;32;0;40;83;0;11;0;4;5107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1217;0;1234;2;7;186;24386550;1;3;473;386;0;0;0;0;0;0;0;0;0
SRR22402292;3970;0;0;0;4;0;0;0;0;0;0;0;1;0;898;125;0;0;2;0;0;0;0;1481;0;0;1;342;0;0;5;3;0;6;0;0;0;0;0;0;0;0;0;247;0;0;11055;87;149583;52095;9;0;0;0;0;1;0;0;0;0;0;43;0;0;15444;0;2;0;0;0;0;0;3;1;154540;1;0;0;92;31726;6532775;0;8802;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;47;0;0;5;22586229;1;0;100;1;0;0;0;0;0;0;0;0;0
SRR22402374;13349;0;8;0;0;10;0;0;0;0;0;0;0;0;35063;5609;23273;0;1;1;53;3;1;758684;3;0;7;1660;0;0;18;303;67;4;0;4;0;0;0;0;0;0;0;17268;5;0;27177;1238;660496;174410;14;0;4;1;2;1;1;0;94676;169;6;2868;0;12;43829;1394110;35;2;0;6671;3;9;0;26;436126;17;2;0;510;132166;13323913;7;408099;73;9;8;0;8;0;21;0;10;1;0;17;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;300;1;3;25;28763135;0;1;231;45;0;0;0;0;0;0;0;0;0
SRR22402377;155336;0;47;51;15;0;0;0;0;0;0;0;0;6;36671;5798;860;0;0;14;101;11;7;524463;12;0;14;674;0;0;50;294;3;17;1;4;0;0;0;0;0;0;0;8348;8;0;136464;2171;619620;123158;59;2;9;0;0;0;97;1;157963;515;17;861;0;23;61377;208835;353;71;0;0;6;0;0;396;60504;63;4;0;1024;44552;11279134;0;286905;131;6;1;1;52;0;16;0;2;20;0;0;0;7;743;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1284;0;678;11;59;7;19273254;2;11;93;1163;0;0;0;0;0;0;0;0;0
SRR22402310;2315;0;0;10;0;0;0;0;0;0;0;2;0;34;7890;6110;150;1;0;0;5;38;3;33051;0;0;52;197;0;0;60;196;60;15;0;0;0;0;0;0;0;0;18;14512;2;1;40383;1990;512246;111353;24;1;31;0;4;1;9;0;353009;137;21;516;0;10;13337;432735;74;12;0;8;2;3;0;469;152078;81;3;1;1229;47209;9571348;6;238348;51;14;0;0;1;0;4;1;58;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;296;0;334;0;6;81;23580240;3;0;365;1379;3;0;0;0;0;0;0;0;0
SRR22402319;12865;0;0;0;0;0;0;0;0;0;0;0;0;0;38348;17438;239;0;0;34;101;3;1;469473;2;0;23;89;32;0;57;291;46;1;0;0;0;0;0;0;0;0;2;10527;12;0;7798;5293;644378;36541;25;1;51;0;1;1;2;0;27559;281;14;208;0;8;12688;472668;168;0;0;27040;2;0;0;216;102867;1;0;0;1086;42751;10983679;0;151121;86;50;0;27;0;0;10;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2271;0;818;76;13;366;17605679;0;1;183;64;0;0;0;0;0;0;0;0;0
SRR22402264;528815;0;0;0;0;0;0;0;0;0;0;6;0;1;1737158;10937;798;29;12;4;157;7;4;132280;7;0;19;1359;0;0;187;318;2;8;2;0;2;0;0;0;0;0;0;2764;18;0;89282;8545;1813031;159435;378;11;0;0;5;0;15;0;59362;781;71;8212;0;123;30041;757;124;1;0;0;0;2;2;617;461141;173;5;0;4768;152442;13486232;0;433153;72;3;0;11;5;0;43;0;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;673;0;1291;2;6;357;20143235;1;0;23;1126;7;0;0;0;0;0;0;0;0
SRR22402381;102687;0;2;0;1;0;0;0;0;0;0;10;1;0;10988;2447;183;0;0;3;15;1;1;173654;11;0;0;32;0;0;9;65;0;12;0;0;0;0;0;0;0;0;2;3541;0;0;8210;96;309882;251153;24;10;0;0;4;3;36;0;0;67;12;385;0;2;12909;1816682;2;2;0;12432;0;2;0;10;50955;1;1;0;2067;298307;6510536;0;102045;134;5;0;0;0;0;0;0;11;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;0;81;2;11;17;18471751;0;10;23;6;0;0;0;0;0;0;0;0;0
SRR15595279;3970;3994;0;32;0;0;0;0;0;0;0;0;0;1;400666;3209;788;2;0;106;125;1;7;7624;0;0;1;160;0;0;29;89;22;1;2;0;0;0;0;0;0;0;0;0;0;0;900303;529;776;494198;30;1;6;0;16;1;2;0;151;219;22;573;0;9;148140;811;121;13;0;87862;0;0;0;39;13973;23;4;1512;11;541691;4425033;1;32573;33;9;1518;0;26;4;2;1;11;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;633;0;375;1;8;213;4734861;3;7;0;186;0;40;0;0;0;0;0;0;0
SRR22402368;5137;0;0;1;0;0;0;0;0;0;0;0;0;0;7443258;668;35;0;0;1;1;0;1;140989;0;1;1;1021;0;0;5;38;0;0;0;0;0;0;0;0;0;0;0;6215;0;0;1499474;21060;639649;52531;5;0;0;0;0;0;0;0;0;26;0;213;0;0;322101;386;2;0;0;0;2;0;0;20;168679;4;0;0;984;112563;18050791;0;838888;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;458;23;3;105;36508725;0;0;1742;13389;0;0;0;0;0;0;0;0;0
SRR22402369;65862;0;4;0;0;0;0;0;0;0;0;1;0;0;345787;1349;1719;0;1;7;4;0;9;323794;3;0;1;38;0;0;41;56;1;1;2;0;0;0;0;0;0;0;3;5063;7;0;906997;11138;1501381;248719;2;0;0;1;0;2;5;0;0;43;3;131;0;3;26595;441;3;1;0;3;0;5;0;8;83719;15;0;0;303;22917;9932540;0;447545;9;5;0;0;0;0;23;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;63;0;1;4;21126165;0;0;91;9228;0;0;0;0;0;0;0;0;0
SRR15595345;8508855;8574915;0;0;0;0;0;0;0;0;0;0;0;0;12316;24;0;0;0;0;0;0;0;53;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1817;4;0;57;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5232;0;0;0;0;0;0;0;0;0;0;0;0;89;0;6;739;0;0;0;0;22;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402300;1650;0;0;0;0;0;0;0;0;0;0;0;0;0;88950;3593;770;1;0;55;18;0;0;132680;0;0;2;876;0;0;69;226;1;16;0;0;1;0;0;0;0;0;0;15936;0;0;1527030;7516;549456;227555;3;1;12;0;8;1;76;0;63536;106;3;485;0;10;419275;262;16;2;1;25149;10;1;0;31;56335;13;0;0;473;129212;12837129;0;258513;175;15;0;1;0;0;12;0;6;8;0;3;0;0;0;0;0;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;0;219;1;5;10;12152375;0;0;39;2165;0;0;0;0;0;0;0;0;0
SRR15595245;6229;6267;0;6;0;0;0;0;0;0;0;1;0;0;177364;1158;721;0;0;19;9;1;0;10122;0;0;2;327;0;0;5;26;2;4;1;0;0;0;0;0;0;0;0;0;0;0;1541741;601;80;764132;48;4;8;0;0;0;2;0;1065;38;0;1502;0;0;44498;124929;1;1;0;169;0;0;0;9;9852;16;1;177;12;199370;3645045;0;44388;0;2;0;0;25;0;4;0;8;7;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;66;119;53;1;0;17;6330183;0;0;0;7;0;200;0;0;0;0;0;0;0
SRR22402271;126876;0;18;0;13;0;0;0;0;0;0;4;0;0;41654;15752;9419;2;0;51;110;1;14;911487;45;0;23;570;0;0;171;490;118;16;0;2;0;0;0;0;0;4;0;17984;3;4;886249;859;1247843;1124801;62;4;4;1;5;15;13;0;87274;290;14;621;0;6;193049;1534158;10;3;15;44664;5;11;0;383;258379;58;3;1;350;122914;21571011;79;1727175;19;23;0;0;0;14;60;0;132;4;0;0;0;2;1543;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;352;21;548;72;6;70;14409797;0;20;161;18;16;0;0;0;0;0;0;0;0
SRR22402353;29008;0;20;0;11;0;0;0;0;0;0;4;1;0;19824;5106;1447;0;0;6;39;1;4;500060;18;0;23;74;0;2;44;47;10;11;0;11;0;0;0;0;0;0;0;8239;0;0;200280;534;726275;206521;4;1;2;0;0;5;2;0;19901;60;4;236;0;8;37330;253;374;0;0;46612;0;2;0;4;110866;50;0;0;637;45760;12693502;0;316554;50;8;0;0;1;0;0;0;40;13;0;208;0;0;5567;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1272;0;608;0;60;83;14594375;1;2;75;196;0;0;0;0;0;0;0;0;0
SRR15595317;5606291;5656256;0;0;0;0;0;0;0;0;0;0;0;0;8158;24;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1324;0;1;37;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4042;29;0;1;0;0;0;0;0;0;0;0;0;49;0;20;561;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595293;31453;31794;0;1;0;0;0;0;0;0;0;0;0;0;11646;569;46;0;0;0;2;0;0;1183;0;1;0;56;0;0;18;5;17;8;0;0;0;0;0;0;0;0;1;0;6;0;250197;151;706;271719;24;0;5;0;0;0;0;0;0;47;0;152;0;11;251469;265817;0;0;0;0;3;0;0;96;405;7;0;48;76;150137;4620036;0;17906;0;0;24;2;0;0;1;0;1;0;0;0;0;0;0;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;101;1;2;1;244976;1;0;0;23;0;194;0;0;0;0;0;0;0
SRR22402356;14269;0;0;0;0;0;0;0;0;0;0;0;0;0;184290;404;717;0;0;7;1;0;0;410441;1;0;4;184;0;0;22;55;0;2;0;0;0;0;0;0;0;0;0;721;1;0;479543;176;158128;194446;0;0;0;1;1;0;2;0;39243;8;2;187;0;0;185982;76;1;0;0;574;0;0;0;11;64091;0;0;0;337;25876;6403380;0;203091;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;30;0;0;5;14193494;0;0;168;79;0;0;0;0;0;0;0;0;0
SRR22402332;77973;0;0;1;4;0;0;0;0;1;0;0;0;0;593242;2277;198;0;0;1;25;0;0;101925;3;0;5;283;0;0;84;29;22;11;0;0;0;0;0;0;0;0;0;8129;0;0;53489;916;559842;267224;12;1;19;0;0;10;1;0;10;95;6;3493;0;15;70876;151;7;0;0;0;1;0;0;14;274359;2;0;0;1091;64489;14692076;0;600042;40;2;0;0;0;0;29;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;87;0;154;0;0;25;30070794;0;1;284;39;0;0;0;0;0;0;0;0;0
SRR22402295;14259;0;59;0;0;0;0;0;0;0;0;9;3;1;18249;11370;4476;35;1;2;269;20;5;239254;10;0;5;535;0;0;156;595;91;58;0;0;0;0;0;0;0;0;19;26790;0;0;71369;3808;904151;276254;153;6;8;7;2;4;5;6;5799;385;17;1219;0;23;29412;58292;137;16;1;64385;5;45;0;349;58359;37;12;0;2065;53039;10334385;1;287102;653;20;0;0;0;0;12;0;69;33;0;131;0;0;0;0;0;0;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4608;0;3289;10;21;52;9723210;0;1;85;2092;6;0;0;0;0;0;0;0;0
SRR15595303;260;263;1;0;0;1;0;0;0;0;0;0;0;1;41858;1535;74;1;0;2;10;0;0;1429;2;0;0;35;0;0;17;16;9;2;0;0;0;0;0;0;0;0;8;0;1;0;1978722;167;54;682308;62;0;0;0;0;0;3;0;21;53;0;34;0;2;105944;527;13;0;0;9418;0;3;0;65;14089;13;10;192;4;96416;957152;1;729648;17;8;196;0;0;0;6;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;12;74;0;1;18;5216163;3;0;0;33;0;11;0;0;0;0;0;0;0
SRR22402379;27138;0;0;0;0;21;0;0;3;0;0;0;0;0;39484;637;68;9;0;0;1;0;0;153066;0;0;12;212;0;0;15;40;0;0;0;262;0;0;0;0;0;0;2;2707;0;0;293956;305;108753;198055;0;7;3;0;4;0;0;0;0;511;5;370;0;0;76947;22030;17;0;0;0;0;0;0;3131;48456;20;1;0;210;47232;8286205;0;151520;17;5;7;7;0;0;0;0;0;1;0;0;0;0;4784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;0;163;0;0;3;27700503;6;0;30;52;0;0;0;0;0;0;0;0;0
SRR22402304;29843;0;0;0;1;0;0;0;0;0;0;0;0;0;1328908;3246;124;0;0;0;4;3;1;50315;1;0;4;37;0;0;33;99;1;8;0;0;0;0;0;0;0;0;31;4895;0;0;117078;535;306153;203335;3;5;0;0;0;0;2;0;4815;85;3;146;0;5;94620;450002;41;1;0;0;0;0;0;265;6860;24;9;0;75;82946;12119713;0;145742;12;14;0;0;3;0;10;2;3;9;0;1;0;0;6048;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;0;139;0;2;12;8957478;0;0;64;182;0;0;0;0;0;0;0;0;0
SRR22402350;9941;0;4;0;2;0;0;0;0;0;0;0;0;0;8014;13870;168;8;4;4;117;4;20;550688;7;0;63;160;0;0;34;377;2;4;0;0;0;0;0;0;0;0;35;4411;3;0;225631;704;818370;209269;23;0;10;0;1;2;38;0;407825;253;19;503;0;5;22302;479;66;0;0;118077;0;1;1;69;358504;16;0;0;4008;73080;10815681;0;244572;134;7;0;7;0;0;26;0;3;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;417;7;380;4;16;84;23589022;9;3;592;64;3;0;0;0;0;0;0;0;0
SRR22402268;154188;0;0;0;0;2;0;0;0;0;0;0;0;0;202775;1914;26;0;0;0;14;0;0;236731;0;1;2;7229;0;0;4;57;0;9;2;0;0;0;0;0;0;0;17;2346;0;0;149178;3177;741169;329474;0;0;1;0;0;0;0;0;7;59;8;882;0;0;584598;283;7;0;0;0;0;0;0;7;118013;35;1;0;488;36434;7474940;0;996929;20;1;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;547;0;65;0;4;4;19105925;0;1;309;1443;0;0;0;0;0;0;0;0;0
SRR22402297;35210;0;0;4;10;0;0;0;0;0;0;0;0;0;8118;2200;220;0;1;0;13;0;11;288162;23;1;3;27;2;0;46;36;13;10;0;0;0;0;0;0;0;0;0;4464;0;0;13658;101;1187112;144126;5;0;0;0;0;0;17;0;36;106;8;356;1;11;24600;182;6;3;0;15;0;0;35;6;7140;48;0;0;416;335468;10159505;0;130468;51;9;0;0;0;0;28;0;19;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;852;0;426;1;0;30;40091001;1;1;56;192;0;0;0;0;0;0;0;0;0
SRR22402317;1970;0;0;23;0;0;0;0;0;0;0;0;0;0;18051;2483;3762;0;0;0;12;0;1;163864;1;1;4;275;1;0;133;250;0;6;0;0;0;0;0;0;0;0;6;7194;8;0;140216;370;470117;154630;15;4;0;0;13;0;24;0;17921;64;8;925;0;6;18074;712;22;0;0;30379;0;5;0;123;216944;13;1;0;429;52363;8465557;0;147825;69;3;0;0;23;0;8;0;7;13;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;392;0;520;5;4;56;11175091;0;2;86;140;0;0;0;0;0;0;0;0;0
SRR15595353;6661451;6715277;0;0;0;0;0;0;0;0;0;0;0;0;6844;15;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504;47;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2900;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;703;0;2;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;823;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595257;509;517;0;16;0;0;0;0;0;0;0;0;0;1;224212;2634;4967;0;0;1;66;0;0;6890;0;1;3;112;0;0;79;51;0;5;1;0;0;0;0;4;0;0;1;0;0;0;1150492;425;250;355723;2;0;1;0;5;1;6;0;99;146;0;185;0;37;119740;61970;3;0;0;57112;0;0;0;306;101459;23;0;322;380;42373;6236841;0;136973;38;0;434;0;9;0;9;3;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;31;284;2;8;32;3178138;2;1;0;63;0;73;1;0;0;0;0;0;0
SRR15595248;7822;7900;0;0;0;0;0;0;0;0;0;0;0;0;37146;519;73;0;0;4;0;0;0;689;0;0;2;42;0;0;36;40;4;0;0;0;0;0;0;0;0;0;0;0;0;0;196359;78;504;658052;1;1;0;0;0;0;1;0;4;40;0;526;0;2;31003;62361;2;9;0;46;0;0;0;163;23777;16;4;78;87;222059;4162113;0;6210;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;814;0;6;5;477779;1;0;0;77;0;0;0;0;0;0;0;0;0
SRR15595305;765;774;0;0;0;0;0;0;0;0;0;0;1;0;61167;845;36;0;0;0;11;0;0;7402;0;3;0;43;0;0;14;48;0;2;0;0;0;0;0;0;0;0;0;0;0;0;26446;120;34475;247296;9;1;0;0;9;0;1;0;39;43;0;126;0;6;34767;604;2;1;0;14511;0;1;0;71;8196;3;2;180;0;141235;2816175;0;10416;0;1;0;0;0;1;2;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;38;0;68;0;4;12;1002162;2;1;0;35;1;26;0;0;0;0;0;0;0
SRR22402349;3748;0;0;0;0;0;0;0;0;0;0;0;0;0;10449;1913;19;0;0;1;1;17;0;43843;1;0;22;21461;0;0;5;33;11;0;0;0;0;0;0;0;0;0;0;3616;0;0;47308;593;148269;55983;1;0;0;0;0;0;2;0;6663;31;0;428;0;2;9777;272;16;0;0;0;0;0;0;12;365344;8;0;0;419;34120;2075092;0;395004;17;4;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;0;74;0;2;10;28301729;0;2;48;578;0;0;0;0;0;0;0;0;0
SRR22402273;197856;0;3;0;0;0;0;0;0;0;0;0;0;2;188015;3783;540432;0;0;5;1;2;0;1065919;1;0;0;268;0;0;147;201;2;7;0;0;0;0;0;0;0;0;1;9004;0;0;3404864;857;1061766;191460;51;2;0;0;0;0;93;0;1;115;15;1540;0;0;61488;692;2;1;0;0;0;0;0;331;525513;0;0;0;540;436442;25459069;0;662148;251;11;0;0;0;0;41;0;4;0;0;1;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;288;0;131;0;1;8;55318630;0;3;273;241;0;0;0;0;0;0;0;0;0
SRR15595329;4874374;4914194;0;0;0;0;0;0;0;0;0;0;0;0;4053;15;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;882;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2355;15;0;0;0;0;0;0;0;0;0;0;0;29;0;9;351;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402314;4956;0;28;68;7;0;0;0;0;0;0;3;7;10;33672;6392;49706;8;13;84;28;14;18;376547;13;0;5;546;95;0;47;764;61;16;1;10;0;0;0;0;0;0;3;22448;16;0;466605;817;454543;105703;20;2;5;0;8;55;4;0;40912;289;9;1836;0;48;63025;800606;13;569;0;35355;0;12;0;747;220154;18;8;0;1739;68303;11330215;5;154043;143;11;0;0;1;0;50;1;185;29;0;253;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;1241;3;14;36;21459608;3;4;385;211;3;0;0;0;0;0;0;0;0
SRR22402321;4612;0;0;42;0;26;0;0;0;0;0;0;8;2;40225;6104;208;0;2;5;10;4;2;787087;0;1;13;642;0;2;96;701;0;6;0;0;2;0;0;0;0;0;88;13753;12;1;910167;4595;724281;595628;44;5;2;0;0;0;5;0;270;132;0;9993;0;7;325036;2020808;59;2;0;58;0;0;0;146;256546;11;8;0;1267;58805;18391581;0;36288;41;8;0;0;1;0;20;0;3;20;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;186;2;539;1;3;908;29843918;0;0;112;177;1;0;0;0;0;0;0;0;0
SRR22402322;45355;0;0;12;0;0;0;0;0;0;0;2;2;0;32476;12276;22453;2;53;6;81;3;34;153233;27;0;13;691;0;0;106;612;266;7;2;0;0;0;0;1;0;0;12;68023;3;0;2141919;865;1269263;447346;189;0;10;1;36;1;84;9;44649;798;6;1629;0;26;31045;747487;17;14;1;83891;1;0;0;796;304820;123;0;0;289;43191;8622247;11;172085;290;49;0;2;31;3;209;1;72;14;0;0;0;7;0;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;696;0;928;0;22;24;16008560;5;2;28;187;6;0;0;0;0;0;0;0;0
SRR22402259;58166;0;0;1;5;0;0;0;0;0;0;0;0;2;31312;17512;232;0;2;104;33;0;13;128065;16;3;12;104;0;0;37;371;0;27;0;0;0;0;0;0;0;2;0;5790;56;0;11603;843;682928;204812;33;1;4;0;26;0;187;0;3265;106;6;210;0;9;21182;430764;29;53;0;49995;0;4;0;319;103445;18;1;0;2286;24953;9280435;2;128880;422;10;0;0;176;0;7;0;178;40;2;101;0;3;3890;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;636;0;663;59;6;405;13919856;0;1;68;73;0;0;0;0;0;0;0;0;0
SRR15595336;17418407;17566979;0;0;0;0;0;0;0;0;0;0;0;0;21362;215;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3923;17;0;60;7;0;0;0;0;0;0;0;0;0;0;0;2;0;9048;0;0;1;0;0;0;0;0;0;1;0;0;135;0;59;510;0;50;0;0;22;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0
