Sample;Mammalia;Dipnotetrapodomorpha;Insecta;Actinopteri;Aves;Malacostraca;Lepidosauria;Chondrichthyes;Amphibia;Arachnida;Cladistia;Thermoanaerobaculia;Zetaproteobacteria;Oligoflexia;Gammaproteobacteria;Alphaproteobacteria;Synergistia;Nitrospira;Chrysiogenetes;Deferribacteres;Acidobacteriia;Hydrogenophilalia;Holophagae;Betaproteobacteria;Acidithiobacillia;Coprothermobacteria;Aquificae;Fusobacteriia;Vicinamibacteria;Thermodesulfovibrionia;Thermotogae;Spirochaetia;Thermodesulfobacteria;Blastocatellia;Endomicrobia;Thermoplasmata;Elusimicrobia;Calditrichia;Thermococci;Dictyoglomia;Calditrichae;Methanonatronarchaeia;Dehalococcoidia;Faserviricetes;Phycisphaerae;Thermolithobacteria;Actinomycetia;Epsilonproteobacteria;Caudoviricetes;Coriobacteriia;Planctomycetia;Chthonomonadetes;Nitriliruptoria;Chitinivibrionia;Ktedonobacteria;Thermoleophilia;Acidimicrobiia;Chitinispirillia;Lentisphaeria;Deinococci;Duplopiviricetes;Tissierellia;Revtraviricetes;Limnochordia;Bacilli;Verrucomicrobiae;Fibrobacteria;Chlamydiia;Terrimicrobia;Methanobacteria;Megaviricetes;Kiritimatiellae;Pisoniviricetes;Mollicutes;Deltaproteobacteria;Anaerolineae;Chloroflexia;Thermoprotei;Malgrandaviricetes;Erysipelotrichia;Clostridia;Ardenticatenia;Negativicutes;Halobacteria;Rubrobacteria;Methanomicrobia;Arfiviricetes;Gemmatimonadetes;Nitrospinia;Longimicrobia;Thermomicrobia;Opitutae;Caldilineae;Herviviricetes;Tectiliviricetes;Tichowtungiia;Armatimonadia;Bigyra;Papovaviricetes;Spartobacteria;Quintoviricetes;Desulfuribacillia;Tolucaviricetes;Fimbriimonadia;Pokkesviricetes;Tokiviricetes;Caldisericia;Repensiviricetes;Eumycetozoa;Candidatus Thermofonsia;Culicoidibacteria;Chrymotiviricetes;Methanococci;Vidaverviricetes;Flasuviricetes;Oligosphaeria;Thermoflexia;Tepidiformia;Candidatus Cryosericia;Balneolia;Cytophagia;Candidatus Nanoperiomorbia;Flavobacteriia;Saprospiria;Chlorobia;Sphingobacteriia;Bacteroidia;Rhodothermia;Ignavibacteria;Candidatus Saccharimonadia;Chitinophagia;Gloeobacteria;Candidatus Saccharimonia;Candidatus Nanosyncoccalia;Ellioviricetes;Aconoidasida;Demospongiae;Chlorophyceae;Hydrozoa;Oligohymenophorea
SRR22402352;12870;0;1;0;1;2;0;0;0;0;0;1;0;0;116829;2156;98;0;0;0;4;1;0;201470;0;0;3;295;0;0;26;94;0;2;2;0;0;0;0;0;0;0;22;1478;0;0;564673;779;289586;288775;2;1;0;1;0;1;1;0;0;132;54;1837;0;21;76780;181641;0;0;0;0;0;0;0;4;356387;2;1;0;882;23842;13865608;0;670425;33;28;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;95;0;89;0;0;10;26562256;0;0;359;15;0;0;0;0;0;0;0;0;0
SRR15595253;1915;1935;173;5;0;2;0;0;0;0;0;0;0;5;541776;575;6;0;1;0;7;1;0;1642;0;3;2;32;0;0;16;49;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9731968;197;164;1822165;4;0;0;0;0;0;1;0;4;36;0;322;0;0;600457;723;3;1;0;55;0;0;0;23;450;0;0;173;0;127794;7569147;0;58881;42;3;200;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;13;0;30;1;0;59;124436;1;0;0;5;0;1154;30;0;0;0;0;0;0
SRR22402263;19156;0;0;0;2;0;0;0;0;0;0;4;0;0;79851;7641;4606;0;6;2;5;0;8;59293;2;0;19;172;6;0;61;22;0;3;0;0;0;0;0;0;0;0;2;5553;7;0;186450;285;590897;33237;0;0;2;0;0;0;5;0;133579;123;8;645;0;3;14160;866091;46;4;1;0;1;0;0;101;38136;9;2;0;372;59990;6035849;1;248191;53;3;0;0;0;0;16;0;15;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516;0;398;15;8;66;11712809;0;1;43;63;0;0;3;0;1;0;0;0;0
SRR22402312;13440;0;0;0;7;0;0;0;0;0;0;0;3;1;9423;1857;157;0;0;0;2;0;6;5454;2;0;0;103;0;0;26;88;2;18;0;1;0;0;0;0;0;0;0;5353;1;0;5673;272;563887;86796;3;5;0;0;0;18;6;0;134148;80;1;220;0;3;7565;491;6;0;0;0;0;3;1;115;74160;19;0;0;970;156102;8128574;0;439497;0;0;1;0;0;0;16;0;3;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;75;0;0;6;16019976;0;0;23;8;0;0;0;0;0;0;0;0;0
SRR22402335;5028;0;0;0;48;0;0;0;0;0;0;0;0;0;14716;1741;39;0;0;0;0;0;11;133646;0;0;2;46;0;0;20;30;0;13;0;0;0;0;0;0;0;0;10;5147;3;0;431134;208;576610;331297;0;1;0;0;0;2;4;0;0;50;1;112;0;3;42924;49;17;1;0;0;0;0;0;4;90863;6;0;0;1238;312275;7827965;0;313149;17;3;0;0;0;9;0;0;5;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;97;0;90;0;0;4;11985909;1;0;56;3;0;0;0;0;0;0;0;0;0
SRR22402384;7910;0;0;0;1;0;0;0;0;0;0;0;0;0;17601;704;0;0;0;0;0;0;0;190231;0;0;0;91885;0;0;2;14;0;1;0;0;0;0;0;0;0;0;0;3969;0;0;14400;2231;263276;241720;0;0;0;0;0;0;0;0;0;72;0;44;0;0;20659;55;1;0;0;0;0;0;7;1;97040;0;0;0;314;175227;4173959;0;299549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;0;149;0;0;8;21514682;0;0;20;1366;0;0;0;0;0;0;0;0;0
SRR22402267;48000;0;11;0;0;4;0;0;0;0;0;0;3;20;221353;2316;60;1;0;2;16;0;12;219342;0;1;2;126;0;0;22;121;0;18;0;1;0;0;0;0;0;0;6;10337;0;0;245609;1258;798645;391775;7;5;1;0;18;0;10;2;355;22;2;676;0;8;115937;6;8;1;0;0;37;2;1;42;202711;7;1;0;3273;147292;15103964;0;710628;18;5;0;0;0;8;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;0;472;7;119;350;35811937;0;2;1744;69;0;0;0;0;0;0;0;0;0
SRR22402293;29599;0;0;10;3;0;0;0;0;0;0;0;0;1;225880;582;194;0;0;9;2;2;0;29960;0;0;2;466;0;0;18;15;1;0;1;0;0;0;0;0;0;0;0;1793;0;0;48389;2277;253406;115549;0;1;0;0;0;0;6;0;0;9;0;99;0;0;119066;85;6;0;0;0;0;0;0;6;3568;0;0;0;420;16985;4459828;0;118078;19;2;0;5;6;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;33;1;0;2;20240878;0;0;320;3;0;0;0;0;0;0;0;0;0
SRR15595255;678;685;0;0;0;0;0;0;0;0;0;0;0;0;112521;938;30;0;0;30;2;0;3;3615;0;2;1;43;0;0;25;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1787219;179;2193;310662;6;3;1;0;1;0;1;0;18;48;0;364;0;5;457927;589;3;0;0;115;0;1;0;11;9356;16;2;179;2;29053;8831136;0;601155;0;2;283;0;0;0;2;0;8;3;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;89;5;6;4;3880378;1;0;0;0;0;82;0;0;0;0;0;0;0
SRR15595335;14227316;14347220;0;0;0;0;0;0;0;0;0;0;0;0;21755;103;0;0;0;0;0;0;0;302;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4078;16;0;30;10;0;0;0;0;0;0;0;0;0;0;0;2;0;10368;34;0;0;0;0;0;0;0;0;0;0;0;116;0;7;558;0;0;0;0;22;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402371;10889;0;0;0;0;0;0;0;0;0;0;0;0;0;220;21;0;0;0;0;0;1;0;48;0;0;0;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;18126;0;20844;19071;0;0;0;0;0;0;1;0;0;6;0;29;0;0;4470;0;0;0;0;0;2;0;0;2;18194;0;0;0;86;14867;1522447;0;51768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;9;0;0;1;4481291;0;0;35;3;0;0;0;0;0;0;0;0;0
SRR22402309;8623;0;2;0;2;36;0;6;1;0;0;10;1;0;107122;5388;150;0;1;1;1;0;0;643904;12;0;11;81;0;0;60;279;0;7;0;0;1;0;0;0;0;0;0;3967;2;0;375874;32;687839;240781;12;3;3;1;0;1;206;0;86;104;8;169;0;0;55814;73370;41;3;0;26;0;0;0;36;166275;0;0;0;246;67465;14168876;0;361443;249;2;0;0;217;48;8;0;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584;0;87;1;2;13;22317919;0;1;289;76;0;0;17;0;0;0;0;0;0
SRR22402344;84860;0;0;63;0;0;0;0;0;0;0;0;6;0;239460;7765;445;3;0;54;8;3;13;78183;13;0;2;2238;24;0;157;155;6;34;0;0;0;0;0;0;0;0;0;7032;0;0;17613;461;695400;528869;67;3;0;1;4;0;176;0;6132;228;28;2802;0;23;83502;968;91;1;0;154007;0;2;0;275;177659;58;1;0;172;97855;10003225;0;214563;297;9;0;0;182;0;22;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;815;0;382;0;0;59;17820025;1;0;47;176;0;0;0;0;0;0;0;0;0
SRR22402306;36226;0;0;0;4;0;0;0;0;0;0;0;1;0;4685727;918;59;0;0;3;11;0;3;33031;4;0;6;8;0;0;16;22;0;0;1;0;0;0;0;0;0;0;2;1436;0;0;6361;53;276399;64201;5;0;6;0;2;0;0;0;8;31;5;33;0;0;7882;305;9;1;0;0;0;0;0;0;51158;0;2;0;231;23159;8935142;0;432833;19;9;0;3;0;0;15;2;2;10;0;0;0;0;108788;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;64;5;1;3;21104620;0;0;0;2;1;0;0;0;0;0;0;0;0
SRR15595267;10199;10286;3;1;0;0;0;0;0;0;0;0;1;0;31528;126;9;0;0;0;0;0;0;1661;0;0;1;3;0;0;11;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;163105;104;595;84437;0;0;1;0;0;0;0;0;0;3;0;87;0;0;65537;2385;1;0;0;47;0;0;0;5;3328;1;1;0;83;9155;2644065;0;74907;1;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;9;0;1;1;1155413;0;0;0;2;0;22;0;0;0;0;0;0;0
SRR22402367;17345;0;0;0;4;0;0;0;0;0;0;0;0;1;1113328;157;10;0;0;1;1;1;0;370389;0;0;0;43;0;0;4;10;0;0;0;0;0;0;0;0;0;0;5;3168;1;0;253235;101;403344;276740;0;0;0;0;0;0;0;0;0;7;0;120;0;0;92754;0;0;0;0;0;0;0;0;3;32349;0;0;0;35;34590;5650023;0;748105;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;53;1;0;1;19980079;1;0;825;2;0;0;0;0;0;0;0;0;0
SRR15595347;6171945;6212502;0;0;0;0;0;0;0;0;0;0;0;0;6698;40;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1489;8;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3027;0;0;0;0;0;0;0;0;0;12;0;0;38;0;21;872;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595254;705;714;0;9;0;0;0;0;0;0;0;0;0;0;25764;57;0;0;0;7;0;0;1;240;0;0;0;15;0;0;26;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1271362;24;672;159163;0;0;0;0;0;0;0;0;0;2;0;20;0;0;21692;237;0;0;0;24;0;0;0;8;1466;0;1;58;38;23837;3981316;0;17681;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;8;0;0;6;50607;0;0;0;102;0;31;0;0;0;0;0;0;0
SRR15595339;12790078;12882985;0;0;0;0;0;0;0;0;0;0;0;0;15910;94;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2958;24;0;113;6;0;0;0;0;0;0;0;0;0;0;0;0;0;7992;0;0;0;0;0;0;0;0;0;14;0;0;133;0;4;897;0;3;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;748;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595277;687;688;0;2;0;0;0;0;0;0;0;0;0;0;20651;275;7;0;0;7;0;0;0;434;3;1;2;26;0;0;27;19;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1272194;330;806;641723;1;0;0;0;0;0;2;0;0;17;0;110;0;0;403360;1203;1;1;0;107;0;0;0;4;46952;0;0;59;0;36027;5734445;0;285979;0;0;87;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;26;0;0;2;2173187;0;0;0;155;0;521;0;0;0;0;0;0;0
SRR22402355;134796;0;12;5;0;12;0;0;0;0;0;0;4;0;57968;5234;27287;1;3;28;44;0;1;52737;1;0;1;2122;0;0;26;53;1;10;0;0;0;0;0;0;0;0;0;2139;9;0;25141;244;623437;54791;0;0;0;0;14;1;0;1;3199;109;2;2412;0;0;10364;23177;24;0;0;16663;1;0;0;45;32722;40;2;0;428;57138;8025294;0;138859;24;8;0;0;1;0;6;0;4;73;0;0;0;4;140168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;127;0;280;2;2;65;13403980;0;83;292;7;0;0;0;0;0;0;0;0;0
SRR22402313;312975;0;2;0;46;0;0;0;0;0;0;6;0;0;1131192;11531;724;5;0;0;10;24;10;132078;1;0;1;263;0;0;275;300;185;11;1;0;0;0;0;0;0;0;0;42068;20;1;694723;44486;995935;190531;35;0;1;0;10;36;76;1;179096;548;15;12222;0;21;58599;1247;201;12;0;173781;0;3;0;364;26888;159;14;0;6588;1022204;14660301;3;250895;575;35;0;0;122;4;73;1;180;27;0;78;0;0;0;0;19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;947;0;632;10;11;18;20986045;0;0;184;347;0;0;0;0;0;0;0;0;0
SRR22402365;6383;0;0;0;7;0;0;0;0;0;0;8;0;0;1061249;1191;8682;0;0;0;4;0;4;204418;5;0;0;413;0;0;12;21;3;2;0;0;0;0;0;0;0;0;0;2125;0;0;510543;454;357425;235569;0;1;0;1;1;1;4;0;7135;54;1;4632;0;4;140855;126;9;0;0;40007;0;3;0;7;142803;6;0;0;1741;27125;6641835;0;463268;6;1;0;0;0;0;13;0;0;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;123;1;0;14;25119393;0;1;153;17;0;0;0;0;0;0;0;0;0
SRR22402342;1427;0;7;0;0;6;0;0;0;0;0;3;0;0;43498;3587;157;0;0;12;16;1;7;738208;2;0;3;63;13;0;64;77;0;11;1;0;0;0;0;0;0;0;2;2192;0;0;3212866;1299;2121609;1007670;7;2;11;2;1;49;9;0;12943;157;19;307;0;22;25024;1082;1;0;1;0;2;9;0;55;264568;8;2;0;1393;65386;9981667;0;1261720;84;20;0;0;5;0;53;0;23;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;313;6;8;154;18605220;0;0;362;1273;0;0;8;0;0;0;0;0;0
SRR22402289;205625;0;0;0;0;0;0;0;0;0;0;0;6;1;79732;2455;242;0;0;8;3;1;0;63591;1;0;15;153;0;0;92;80;0;15;0;0;0;0;0;0;0;0;0;6172;0;0;441925;1361;515753;394549;4;1;8;0;1;0;32;0;139755;69;1;1145;1;4;81759;182265;38;0;0;489;0;0;0;57;104331;5;1;0;266;65976;11096179;3;171635;80;8;1;0;56;2;16;0;4;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;346;9;0;4;16405355;0;0;259;35;0;0;0;0;0;0;0;0;0
SRR15595315;18293;18476;0;3;25;0;0;0;0;0;0;0;0;0;26253;287;6;0;1;0;2;0;0;389;0;0;0;9;0;0;52;11;0;0;0;0;0;0;0;0;0;0;4;0;0;0;696596;72;23;297724;1;0;0;0;0;0;0;0;0;18;0;34;0;2;100665;35;0;0;0;0;0;0;0;1;256;1;6;49;5;13268;2650178;0;21810;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;894;0;1;0;324289;0;0;0;0;0;35;0;0;0;0;0;0;0
SRR15595295;1554;1563;0;0;0;0;0;0;0;0;0;0;0;4;7660628;575;26;0;2;30;26;2;7;1123;1;4;0;81;0;1;16;7;0;27;0;0;0;0;0;0;0;0;0;1;0;0;640350;812;41;392565;7;2;4;0;0;0;3;0;0;23;0;798;0;0;59961;932;0;1;0;10;0;0;0;14;1009;1;1;86;0;116060;9025645;0;39093;2;0;129;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;32;13;0;2;7;197446;2;0;0;4;0;405;0;0;0;0;0;0;0
SRR22402343;129694;0;4;0;0;0;0;0;0;0;0;0;0;0;201737;12245;11467;0;0;0;53;14;2;45224;13;0;18;319;1;0;187;204;210;58;1;0;0;0;0;0;0;0;1;37992;2;0;292563;1764;701494;248107;1;1;5;0;1;43;11;0;17390;424;33;1926;0;150;27559;1129972;167;2;0;69931;0;3;0;559;179883;51;5;0;2527;122696;10114551;14;332285;133;8;0;0;1;0;6;3;66;15;0;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;1;559;0;415;0;2;86;13795328;6;2;168;173;0;0;0;0;0;0;0;0;0
SRR22402320;4151;0;0;0;0;0;1;0;0;0;0;0;2;0;141781;2865;859;3;3;2;3;1;2;134467;6;0;0;189;0;0;21;294;9;10;0;0;0;0;0;0;0;0;0;11305;0;0;118537;218;618526;237497;0;0;6;0;1;1;66;0;0;109;5;563;0;12;48102;42601;11;2;0;17093;0;0;1;133;112884;12;0;0;499;186465;8890977;0;132119;67;10;0;0;55;0;18;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;0;224;1;0;12;27735367;0;0;12;74;0;0;0;0;0;0;0;0;0
SRR15595351;10243827;10318374;0;0;0;0;0;0;0;0;0;0;0;0;7028;95;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2482;0;4;174;2;0;0;0;0;0;0;0;0;0;0;0;1;0;6248;0;0;0;0;0;0;0;0;0;10;0;0;54;30;20;1542;0;17;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1027;1;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595244;740;744;0;1;0;0;0;0;0;0;0;0;1;0;71666;806;32;0;0;33;8;0;1;3857;1;2;3;22;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512389;330;377;45720;2;0;0;0;0;0;0;0;0;45;0;97;0;0;48958;40626;0;0;0;28;0;0;0;45;3037;5;0;71;46;18523;3852956;0;95824;3;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;69;24;0;0;3;1257550;0;3;0;31;0;146;0;0;0;0;0;0;0
SRR22402326;11170;0;0;0;0;0;0;0;0;0;0;0;0;0;89084;1297;70;0;0;3;9;0;0;178873;5;1;5;122;0;0;13;61;37;6;0;0;0;0;0;0;0;0;0;7192;0;0;605132;278;234285;180564;4;9;1;0;4;0;2;0;4;35;0;106;0;0;364204;103;4;0;0;6;0;0;0;8;60067;3;0;0;455;27551;6332336;0;195268;28;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467;0;202;0;1;35;16574413;0;0;48;111;0;0;0;0;0;0;0;0;0
SRR22402282;9682;0;4;0;4;0;0;0;0;0;0;0;0;1;3958;8385;301;0;16;0;1;0;0;1109;1;0;36;49;0;0;42;56;0;1;0;1;0;0;0;0;0;0;0;2374;14;0;4487;478;1543113;482031;1;0;12;0;0;0;0;0;5;118;3;441;0;0;116500;0;170;0;0;2;0;0;0;14;110924;1;1;0;771;487507;16965722;0;291886;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;336;0;2;6;20754722;0;0;241;7;0;0;0;0;0;0;0;0;0
SRR22402303;191324;0;0;0;0;0;0;0;0;0;0;7;0;0;423880;19523;957;0;17;0;52;0;11;89302;0;0;72;3340;0;0;42;286;52;11;1;0;0;0;0;0;0;0;3;21766;30;0;35786;2651;457624;123167;5;0;6;0;3;0;23;0;47692;568;8;3390;0;6;60867;57250;187;0;0;0;2;0;0;171;56096;123;0;0;217;52311;9478748;0;256035;206;11;0;0;71;0;40;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;203;0;2688;0;8;68;11557555;0;4;532;156;0;0;0;0;0;0;0;0;0
SRR22402354;15421;0;0;13;0;5;0;0;0;0;0;1;0;0;45682;2323;112;0;0;1;15;0;0;317903;2;0;4;156;0;0;14;56;0;1;1;0;0;0;0;0;0;0;0;8448;0;0;325553;197;260070;113559;11;1;7;0;0;8;15;0;1487;93;3;232;0;0;43524;23111;7;0;0;0;0;0;0;9;104723;9;0;0;155;32327;8210236;0;182153;64;0;0;0;25;0;11;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;0;67;0;1;18;19243937;1;4;44;2;1;0;0;0;0;0;0;0;0
SRR22402380;155846;0;0;0;0;0;0;0;0;0;0;0;1;0;715336;112;0;0;0;0;1;0;0;61614;0;0;1;70;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;649;0;0;104009;28;68637;615251;2;0;0;0;0;0;0;0;0;3;0;243;0;0;47631;18;4;0;0;0;0;0;8;0;9338;0;0;0;420;133880;6888457;0;112433;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;122;0;0;4;23444605;0;0;338;2;0;0;0;0;0;0;0;0;0
SRR22402378;3499268;0;0;0;0;0;0;0;0;0;0;0;1;6;56681;3618;208;0;0;20;9;14;10;536462;3;0;7;845;1;0;46;207;56;10;0;0;0;0;0;0;0;0;10;16330;0;0;3160419;476;637616;159227;16;2;2;0;0;4;9;0;1329450;247;15;2134;0;0;127706;83625;23;1;0;0;1;1;0;136;68110;114;0;0;976;44275;13601542;0;453401;43;15;7;0;0;101;18;0;9;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;670;0;859;0;0;37;25477661;0;1;103;191;0;0;0;0;0;0;0;0;0
SRR22402301;43019;0;3;0;3;0;0;0;0;0;0;6;0;0;11968;4343;197;1;0;5;5;0;2;310007;10;0;4;109;0;0;28;145;68;13;0;9;0;0;0;0;0;0;11;24959;0;0;252946;4008;558676;25003;8;1;2;19;0;2;1;0;188907;284;1;260;0;31;106574;539836;22;0;0;18419;0;5;0;47;107831;39;0;0;453;52288;12125903;3;163019;112;16;0;0;3;0;16;0;55;18;0;7;0;0;3559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;0;225;5;6;69;16043893;1;0;190;2747;2;0;0;0;0;0;0;0;0
SRR22402333;14900;0;2;0;1;0;0;0;0;0;0;0;0;0;9457;313;24;0;0;0;3;0;0;291959;0;0;1;136;0;0;13;19;0;3;0;0;0;0;0;0;0;0;2;6007;4;0;134559;239;152881;129776;5;0;0;0;0;0;1;1;111;13;0;233;0;2;70014;0;0;0;0;0;1;0;4;65;14386;1;0;0;48;135140;8940502;0;140261;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;59;1;1;4;21168864;0;0;51;1;0;0;0;0;0;5;0;0;0
SRR15595259;39448;39808;111;1;0;0;0;0;0;0;0;0;0;0;618842;125;0;0;0;0;1;0;0;438;1;0;0;57;0;0;18;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;758816;4;41;55194;0;0;2;0;0;0;0;0;0;11;0;667;0;0;125491;151;0;1;0;0;0;0;0;17;24;0;0;33;142;137762;5042595;0;41141;18;0;23;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;14;0;1;3;276978;0;0;0;2;0;163;0;0;0;0;0;0;0
SRR22402256;3752;0;2;2;0;0;0;0;0;0;0;0;0;0;4213;600;22;0;0;0;3;0;1;288516;13;0;1;114;0;0;48;72;0;0;0;0;0;0;0;0;0;0;0;2711;11;0;1361142;578;343653;765002;2;0;0;0;2;0;0;0;4;16;1;515;0;0;17344;5065;44;0;0;0;0;0;0;33;193244;0;0;0;69;158565;15688457;0;263706;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;293;0;0;3;14847461;1;1;71;300;0;0;0;0;0;0;0;0;0
SRR22402272;1587254;0;0;0;0;0;0;0;0;0;0;0;0;0;639463;14675;82;0;13;0;102;0;1;1016687;35;0;108;30443;0;0;16;64;0;0;1;0;0;0;0;0;0;0;20;2136;22;0;1466723;78016;2217763;807456;13;1;0;0;0;0;0;0;0;270;0;42999;1;0;58653;695;236;2;0;0;0;0;0;230;659492;0;1;0;982;1693010;20447254;0;253309;15;8;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;117;0;311;21;0;30;64768191;2;0;270;38941;0;0;0;0;0;0;0;0;0
SRR22402260;1553;0;0;0;0;0;0;0;0;0;0;0;0;0;174517;4910;128;0;0;2;3;1;6;67576;0;0;9;184;0;0;66;130;0;21;0;0;0;0;0;0;0;0;0;7042;0;0;142676;357;639301;97546;1;7;3;1;0;1;3;0;283;46;0;111;0;6;60677;158509;9;0;0;10238;0;6;0;2;39811;4;5;0;171;39217;10942315;0;99500;19;3;0;0;2;0;7;5;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;173;1;5;32;10884646;0;0;100;151;1;0;1;0;0;0;0;0;0
