Sample;Mammalia;Dipnotetrapodomorpha;Insecta;Actinopteri;Aves;Malacostraca;Lepidosauria;Chondrichthyes;Amphibia;Arachnida;Cladistia;Thermoanaerobaculia;Zetaproteobacteria;Oligoflexia;Gammaproteobacteria;Alphaproteobacteria;Synergistia;Nitrospira;Chrysiogenetes;Deferribacteres;Acidobacteriia;Hydrogenophilalia;Holophagae;Betaproteobacteria;Acidithiobacillia;Coprothermobacteria;Aquificae;Fusobacteriia;Vicinamibacteria;Thermodesulfovibrionia;Thermotogae;Spirochaetia;Thermodesulfobacteria;Blastocatellia;Endomicrobia;Thermoplasmata;Elusimicrobia;Calditrichia;Thermococci;Dictyoglomia;Calditrichae;Methanonatronarchaeia;Dehalococcoidia;Faserviricetes;Phycisphaerae;Thermolithobacteria;Actinomycetia;Epsilonproteobacteria;Caudoviricetes;Coriobacteriia;Planctomycetia;Chthonomonadetes;Nitriliruptoria;Chitinivibrionia;Ktedonobacteria;Thermoleophilia;Acidimicrobiia;Chitinispirillia;Lentisphaeria;Deinococci;Duplopiviricetes;Tissierellia;Revtraviricetes;Limnochordia;Bacilli;Verrucomicrobiae;Fibrobacteria;Chlamydiia;Terrimicrobia;Methanobacteria;Megaviricetes;Kiritimatiellae;Pisoniviricetes;Mollicutes;Deltaproteobacteria;Anaerolineae;Chloroflexia;Thermoprotei;Malgrandaviricetes;Erysipelotrichia;Clostridia;Ardenticatenia;Negativicutes;Halobacteria;Rubrobacteria;Methanomicrobia;Arfiviricetes;Gemmatimonadetes;Nitrospinia;Longimicrobia;Thermomicrobia;Opitutae;Caldilineae;Herviviricetes;Tectiliviricetes;Tichowtungiia;Armatimonadia;Bigyra;Papovaviricetes;Spartobacteria;Quintoviricetes;Desulfuribacillia;Tolucaviricetes;Fimbriimonadia;Pokkesviricetes;Tokiviricetes;Caldisericia;Repensiviricetes;Eumycetozoa;Candidatus Thermofonsia;Culicoidibacteria;Chrymotiviricetes;Methanococci;Vidaverviricetes;Flasuviricetes;Oligosphaeria;Thermoflexia;Tepidiformia;Candidatus Cryosericia;Balneolia;Cytophagia;Candidatus Nanoperiomorbia;Flavobacteriia;Saprospiria;Chlorobia;Sphingobacteriia;Bacteroidia;Rhodothermia;Ignavibacteria;Candidatus Saccharimonadia;Chitinophagia;Gloeobacteria;Candidatus Saccharimonia;Candidatus Nanosyncoccalia;Ellioviricetes;Aconoidasida;Demospongiae;Chlorophyceae;Hydrozoa;Oligohymenophorea
SRR22402372;5448;0;3;0;12;0;0;0;0;0;0;0;0;0;394247;2885;204478;0;0;1;0;1;1;562580;0;0;1;9410;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;221;0;0;66256;125;754764;38912;0;0;0;0;0;0;1;0;714;283;0;130;0;0;24445;193184;1;1;0;8615;0;3;0;7;105739;0;0;0;337;11387;3769249;0;1888476;419;2;0;0;0;0;1;0;75;14;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1011;0;308;0;5;16;28510101;8;0;0;8;0;0;0;0;0;0;0;0;0
SRR15595332;13238087;13345532;0;0;0;0;0;0;0;0;0;0;0;0;11960;143;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2999;9;0;61;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8149;0;0;1;0;0;0;0;0;0;0;0;0;90;0;0;1089;0;9;0;0;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1599;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595349;8623962;8682170;0;0;0;0;0;0;0;0;0;0;0;0;10627;10;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2049;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;1;0;5216;0;0;0;0;0;0;0;0;0;0;0;0;117;0;6;991;0;0;0;0;6;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;51;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402324;2880;0;0;0;0;0;0;0;0;0;0;0;2;0;86414;3261;50;0;1;0;35;15;24;214218;22;0;1;19;0;0;42;76;1;3;0;3;0;0;0;0;0;0;0;3941;0;0;326542;201;338549;300699;1;0;5;0;1;0;3;0;72612;155;1;140;0;0;31288;660;11;0;0;33719;3;3;1;12;93191;3;2;0;600;87785;11687362;0;319638;69;6;0;0;1;0;9;3;9;22;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;0;179;4;14;79;18801899;0;0;23;120;0;0;0;0;0;0;0;0;0
SRR22402279;2518;0;1;3;0;0;0;0;0;0;0;3;1;0;41066;5317;76;3;4;0;8;2;1;97865;7;0;12;77;0;0;25;235;0;6;0;0;0;0;0;0;0;0;0;1527;3;0;239314;1291;482463;31195;25;2;0;2;1;0;106;0;0;75;5;485;0;0;19564;52532;35;0;0;0;6;0;0;273;119666;21;0;1;152;19478;3992521;0;71575;292;12;0;4;0;0;6;0;1;36;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545;0;349;1;1;15;6131923;0;0;66;153;0;0;0;0;0;0;0;0;0
SRR15595273;34443;34728;0;1;2;0;0;0;0;0;0;0;0;0;316070;427;53;0;0;0;1;1;1;685;0;1;0;78;2;2;39;14;0;0;0;2;0;0;0;0;0;0;0;0;1;0;567289;138;207;423722;1;0;0;0;0;0;2;0;7;6;0;600;0;1;127768;52770;2;1;0;0;4;0;0;7;427;0;0;38;79;84914;4390979;0;65380;8;3;49;2;0;1;0;0;0;1;1;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;12;28;0;0;1;343627;0;0;0;0;0;94;2;0;0;0;0;0;0
SRR22402286;77074;0;12;0;3;0;0;0;0;0;0;0;0;0;103435;2029;240;0;0;1;31;0;0;85498;1;0;0;101;0;0;23;78;0;3;0;0;0;0;0;0;0;0;0;5207;0;0;158102;202;543657;128607;1;1;4;3;34;0;7;2;549;19;5;281;0;0;53140;176841;7;0;0;0;0;0;0;68;142020;28;0;0;6209;61830;8522326;0;419696;7;1;0;0;0;0;5;0;0;21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;195;3;88;0;0;4;17612610;1;0;407;1;1;0;25;0;0;0;0;0;0
SRR15595331;12576471;12662826;0;0;0;0;0;0;0;0;0;0;0;0;13339;68;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2960;10;0;153;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7437;0;0;0;0;0;0;0;0;0;19;0;0;101;0;22;1231;0;11;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595291;5755302;5798541;0;0;0;0;0;0;0;0;0;0;0;0;17738;3897;0;0;0;0;0;0;0;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7893;94;3;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8701;0;0;1;0;0;0;0;0;0;0;0;0;51;0;2;1558;0;0;0;78;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2336;0;0;0;256;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595330;986;991;0;1;0;0;0;0;0;0;0;0;0;0;112420;477;49;1;0;0;1;0;0;4690;0;0;0;14;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264824;159;114;184612;4;0;0;1;0;0;1;0;0;8;0;87;0;0;15803;268;1;0;0;81;0;0;0;3;23802;0;0;145;13;7539;3565641;0;11889;61;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;154;0;34;0;1;11;1124576;0;1;0;79;0;83;0;0;0;0;0;0;0
SRR22402383;1390;0;0;0;0;0;0;0;0;0;0;0;0;0;30678;368;8;0;0;0;0;0;0;332674;3;0;0;133;0;0;11;18;1;0;0;0;0;0;0;0;0;0;0;3266;0;0;371719;49;668418;369027;0;3;0;0;0;0;0;0;0;9;0;51;0;0;21937;50;1;0;0;0;0;0;0;3;115517;1;0;0;151;90396;3899906;0;286947;6;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;46;0;0;3;16676713;0;0;118;2;0;0;0;0;0;0;0;0;0
SRR22402262;248357;0;93;0;0;0;0;0;0;0;0;0;1;0;36212;15930;464;0;8;169;11;12;14;246612;6;0;289;295;42;0;110;556;14;1;0;1;0;0;0;0;0;0;193;4515;9;0;305718;459;1474785;109570;10;1;3;1;10;0;114;0;569977;661;4;1160;0;0;35375;665537;140;0;0;3;3;21;0;1165;160988;181;0;0;12282;27120;10972741;0;411689;536;6;0;639;0;0;29;0;62;37;0;0;0;0;493328;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1102;0;1038;0;7;153;10945514;3;0;557;148;1;0;0;0;0;0;0;0;0
SRR22402316;149429;0;0;7;2;0;3;0;0;0;0;0;0;0;50464;1839;68;2;0;0;4;0;3;53907;0;1;2;979;0;0;112;48;0;7;0;0;0;1;0;0;0;0;0;9325;6;0;24185;440;349263;40164;1;2;1;0;10;0;83;0;23262;32;2;466;0;0;41075;57067;2;0;0;0;2;0;0;48;5400;4;1;0;212;77699;5824859;0;214621;113;6;0;0;77;0;4;0;4;2;0;0;0;0;32643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1;263;3;4;23;18572463;0;0;87;12;0;0;0;0;0;0;0;0;0
SRR22402361;5034;0;8;0;4;2;0;0;0;0;0;0;0;2;21346;11075;527;0;2;12;44;3;1;575421;9;0;19;118;0;0;95;443;0;7;0;0;0;0;0;0;0;0;10;6735;0;1;330471;255;663143;255854;12;10;0;0;16;2;121;0;4305;208;12;666;0;0;20566;1222368;42;1;0;0;1;2;1;75;107316;95;9;0;860;38716;11727591;0;686563;189;10;0;0;0;0;14;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;0;559;71;32;124;13912256;1;0;68;181;0;0;0;0;0;0;0;0;0
SRR22402266;18712;0;5;2;0;0;0;0;0;0;0;0;0;0;140658;488;45;0;0;0;0;0;0;267228;1;0;0;287;0;1;6;59;0;0;0;0;0;0;0;0;0;0;0;2466;0;0;10330;8700;288189;57935;0;0;0;0;0;0;0;0;4;15;2;270;0;0;20482;1;1;1;0;0;0;0;0;0;124273;0;0;0;100;14204;5074139;0;413037;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;0;355;0;0;21;28426469;0;0;257;5271;0;0;0;0;0;0;0;0;1
SRR22402331;898981;0;0;0;0;0;0;0;0;0;0;0;0;0;117658;270;7;0;0;0;0;1;0;331660;0;0;0;4486;0;0;16;14;0;0;0;0;0;0;0;0;0;0;0;445;0;0;120325;1217;229566;100616;0;0;1;0;0;0;0;0;2;13;0;6492;0;0;33576;170;0;1;0;0;1;0;0;6;80682;0;0;0;903;41691;7382704;0;326656;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;536;0;0;7;34769024;0;1;168;9;0;0;0;0;0;0;0;0;0
SRR22402311;50612;0;31;0;0;56;0;0;0;0;0;14;7;0;20195;11485;12060;1;3;7;66;12;4;104483;45;0;28;1182;2;0;278;595;30;9;1;3854;0;0;0;0;0;0;3;11943;5;0;42863;3489;601405;90226;179;5;4;14;21;2;14;5;98756;367;9;2371;0;28;24323;909025;164;1;0;86911;0;13;0;1718;71250;165;2;0;525;40992;3477486;0;96418;115;20;0;11;1;2;18;0;39;84;0;12;0;9;3;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;566;0;1306;15;1;94;9215608;0;1;0;1503;0;0;0;0;0;0;0;0;0
SRR15595343;15635667;15767601;0;0;0;0;0;0;0;0;0;0;0;0;15897;45;0;0;0;0;0;0;0;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4284;12;1;67;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8031;39;0;1;0;0;0;0;0;0;0;0;0;78;0;0;655;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595252;21418;21566;0;0;0;0;0;0;0;0;0;0;0;0;35928;316;26;0;0;0;2;1;0;1269;0;0;2;50;0;0;6;15;0;0;0;0;2;0;0;0;0;0;1;0;0;0;33049;94;291;24576;0;0;0;0;0;0;0;0;14;23;0;43;0;0;10049;40405;0;1;0;9561;0;0;0;15;37668;0;0;102;7;12796;1781388;0;98224;0;6;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;0;55;0;0;7;3642057;0;0;0;1;0;0;0;0;0;0;0;0;0
SRR15595344;5300793;5336418;0;0;0;0;0;0;0;0;0;0;0;0;3299;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1046;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402337;33995;0;9;0;1;0;0;0;0;0;0;0;0;0;381331;58;13;0;0;0;0;0;0;214003;0;1;1;71730;0;0;3;141;0;0;0;0;0;0;0;0;0;0;0;483;0;0;170540;10;174275;48287;0;0;0;0;0;0;0;0;0;0;0;115;0;0;37807;0;0;0;0;0;0;0;0;2;346166;0;0;0;1;27802;5732718;0;204931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;99;0;0;29;21029507;0;0;79;0;0;0;0;0;0;0;0;0;0
SRR15595346;8199547;8258648;0;0;0;0;0;0;0;0;0;0;0;0;8020;26;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1902;0;0;162;8;0;0;0;0;0;0;0;0;0;0;0;1;0;3474;0;0;1;0;0;0;0;0;0;0;0;0;54;0;55;398;0;43;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595297;774;784;0;4;0;0;0;0;0;0;0;0;0;2;35531;948;24;0;0;17;6;0;0;5224;0;2;0;7;0;0;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91269;58;777;93213;2;0;0;0;8;0;0;0;394;38;0;62;0;5;12207;661844;2;2;0;113;0;0;0;7;8319;0;1;122;1;12219;2042932;0;77713;5;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;34;6;44;1;1;26;2538043;0;0;0;109;0;105;0;0;0;0;0;0;0
SRR22402376;6399;0;0;0;0;0;1;0;0;0;0;4;1;0;125279;4672;1906;0;0;0;76;2;11;423636;9;0;4;447;0;0;34;65;99;14;1;0;0;0;0;0;0;0;20;15436;0;0;135499;4077;361012;90009;1;0;1;0;0;5;19;0;826;143;3;717;0;5;42083;516367;13;1;0;0;0;7;5;32;108106;33;0;0;1713;27026;8003419;0;375388;131;6;0;0;6;0;15;0;30;0;0;37;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;0;129;1;1;8;21275412;0;1;30;2894;0;0;0;0;0;0;0;0;0
SRR22402345;2259;0;0;0;2;0;0;0;0;0;0;1;1;30;102608;14935;3977;1;3;0;11;4;8;397186;63;1;32;328;0;0;61;294;18;9;0;0;0;0;0;0;0;0;0;6208;6;1;892254;672;1247929;103339;45;2;12;0;0;7;320;0;145415;114;4;476;0;11;41188;147931;58;8;0;49383;0;11;0;150;80076;296;2;0;4404;22620;8855017;0;123116;856;12;0;0;0;0;23;0;106;6;0;69;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;0;2;0;0;0;0;0;0;0;839;0;492;0;117;505;9895285;0;9;27;119;0;0;0;0;0;0;0;0;0
SRR22402257;4328;0;63;5;0;20;0;0;0;0;0;0;0;1;53997;10123;552;0;0;0;343;0;27;875290;6;0;44;154;0;0;51;165;0;30;1;0;0;0;0;0;0;0;0;8772;4;0;63662;2478;1197674;760582;82;2;0;1;1;2;29;0;66831;547;2;179;0;96;16400;826;73;1;0;216224;0;1;0;22;204918;71;0;0;5266;137733;12373140;1;592496;153;77;5;17;0;0;0;0;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;0;309;2;107;147;16471894;47;3;203;1036;5;0;0;0;0;0;0;0;0
SRR15595326;6111860;6158121;0;0;0;0;0;0;0;0;0;0;0;0;5801;29;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1143;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2931;5;0;0;0;0;0;0;0;0;0;0;0;25;0;4;550;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402338;99988;0;0;0;6;0;0;0;0;0;0;3;0;0;16730;1624;123;0;0;2;2;0;10;506115;8;0;3;520;0;0;44;75;0;1;0;0;1;0;0;0;0;0;1;6251;0;0;2474713;1053;613398;345791;5;2;0;0;2;18;6;0;35887;77;7;1161;0;5;34353;227;5;2;0;0;0;1;0;12;306466;1;0;0;2217;54792;16659482;0;291429;0;8;0;0;0;0;25;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;124;4;0;10;26182442;0;1;699;13;0;0;0;0;0;0;0;0;0
SRR15595265;901;906;0;0;0;0;0;0;0;0;0;0;0;0;224664;164;1;1;0;31;2;1;2;9150;0;0;1;60;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218561;360;23;26946;0;0;0;0;1;0;1;0;0;3;0;52;0;0;34164;847;1;0;0;32;1;0;0;5;4696;0;0;43;0;13941;3535362;0;134138;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;5;1;0;2;69925;2;0;0;4;0;0;0;0;0;0;0;0;0
SRR15595309;213821;215438;0;1;0;0;0;0;0;0;0;0;0;0;155136;128;0;0;0;0;0;1;0;7996;0;0;0;35;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;84857;256;6234;15248;0;0;0;0;0;0;0;0;12;1;0;6;0;0;7468;513;0;2;0;35;0;0;0;4;70;0;0;49;1;3583;1477458;0;69564;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;18;1;0;0;2156328;0;0;0;1806;0;50;0;0;0;0;0;0;0
SRR15595281;64861;65308;0;0;0;0;0;0;0;0;0;0;0;0;43092;107;2;0;0;11;0;0;0;325;0;0;0;33;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;611576;3920;6311;178109;1;0;0;0;1;0;0;0;0;3;0;36;0;0;19071;1625;2;1;0;33;0;0;0;4;75844;0;0;38;2;99798;1989550;0;147042;0;0;37;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;28;0;0;14;14707789;0;0;0;1398;0;95;0;0;0;0;0;0;0
SRR22402307;48363;0;0;0;0;0;0;0;0;0;0;0;1;0;65764;4059;36;0;2;0;11;0;0;51490;0;2;15;478;0;0;10;16;0;6;0;0;0;0;0;0;0;0;1;1731;2;0;257482;832;150471;40846;0;0;2;0;0;0;2;0;3;68;5;2934;0;0;53152;439;65;0;0;0;0;0;0;4;129284;0;0;0;43;46264;5800496;0;177526;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;38;1;1;5;12914585;0;0;88;18;0;0;0;0;0;0;0;0;0
SRR22402318;13954;0;0;0;0;0;0;0;0;0;0;2;0;1;144198;2394;11393;3;2;21;4;1;2;384375;7;0;4;1643;0;1;24;343;15;4;0;0;0;0;0;0;0;0;0;5505;1;0;87429;3838;538107;47103;24;1;0;0;2;159;9;0;1522;54;2;411;0;3;27733;213;175;0;0;3888;0;1;0;133;50858;31;0;0;5183;50181;10026732;0;215381;27;6;0;0;0;0;8;0;30;7;0;12;0;4;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652;0;420;0;1;22;12155876;0;0;2687;824;0;0;18;0;0;0;0;0;0
SRR22402323;25902;0;16;20;0;0;16;0;0;0;0;0;12;0;20651;6077;517;1;0;18;23;0;14;132648;10;1;50;505;0;0;107;840052;93;7;0;118;0;0;0;0;0;0;31;27923;0;0;313812;685;591150;282102;54;1;4;2;11;0;10;0;284619;335;7;1056;0;22;25757;3372;95;2;0;23625;4;7;92;792;24696;81;0;0;1840;46196;11115128;0;358997;99;9;27;0;0;0;10;4;116;4;0;113;0;2;738;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487;0;756;0;10;287;18368687;10;2;501;171;1;0;0;0;2;0;0;0;0
SRR15595263;10345120;10443237;0;0;0;0;0;0;0;0;0;0;0;0;14305;62;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2723;12;0;67;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8378;2;0;0;0;0;0;0;0;0;0;0;0;85;0;28;628;0;73;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402299;4308;0;70;0;56;0;0;0;0;0;0;5;0;0;151113;9576;5332;2;12;0;31;2;11;480623;23;1;42;750;0;0;93;584;35;10;2;1391;0;0;0;0;0;0;195;18173;5;0;1578505;1135;1597536;88779;86;0;7;0;30;1;256;0;36756;210;10;1432;0;17;161546;81345;65;22;0;53104;23;2;0;1231;80596;38;2;0;2060;52414;14747789;3;161330;572;12;2;1;257;0;56;0;170;64;1;779;0;6;0;0;33;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;655;0;1034;2;20;138;16815071;0;16;236;298;2;0;0;0;0;0;0;0;0
SRR22402336;318093;0;0;0;0;0;0;0;0;0;0;0;1;0;21781;1019;19;0;0;0;9;0;0;224452;0;0;0;1015;0;0;34;18;0;4;0;0;0;0;0;0;0;0;1;5366;0;0;329661;1325;123898;156855;0;0;0;0;0;0;3;0;1;2;4;3774;0;0;98588;0;1;0;0;0;0;0;0;1;197;0;0;0;1364;11751;5174546;0;67665;0;3;0;0;0;0;0;0;0;9;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;677;0;59;0;0;2;10569454;0;0;0;178;0;0;0;0;0;0;0;0;0
SRR15595338;7195680;7263085;0;0;0;0;0;0;0;0;0;0;0;0;15139;125;0;0;0;0;0;0;0;83;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2644;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8029;0;0;0;0;0;0;0;0;0;0;0;0;51;0;24;881;0;5;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402290;19302;0;0;0;0;0;0;0;0;0;0;0;0;1;75456;3506;179;0;0;3;33;0;1;325625;6;0;8;258;0;0;27;204;0;8;0;0;0;0;0;0;0;0;0;6747;0;0;886991;493;505851;425658;5;0;9;0;12;0;36;0;66508;154;7;681;0;0;181423;52541;199;0;0;0;0;0;0;224;161656;28;1;0;210;21489;4481984;2;83311;66;3;0;0;0;0;0;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;251;0;367;0;4;6;11941013;0;1;0;50;0;0;0;0;0;0;0;0;0
SRR15595283;6181;6237;2652;2;0;0;0;0;0;0;0;0;0;1;263118;1176;926;4;0;2;9;0;3;2473;1;4;1;18;8;0;41;22;0;1;2;0;0;0;0;0;0;0;0;0;0;1;537933;221;317;576755;5;2;7;0;0;3;0;0;540;102;0;233;0;2;311277;14236;2;1;0;25683;0;0;0;35;11181;21;1;156;17;172560;5299812;0;10394;11;7;0;0;7;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;60;0;1;91;1288388;2;0;0;20;8;73;0;0;0;0;0;0;0
SRR22402305;329417;0;0;0;0;0;0;0;0;0;0;2;0;0;23049;2535;27;0;0;1;12;0;0;4197;0;0;1;95;0;0;42;41;0;0;0;0;0;0;0;0;0;0;0;1324;0;0;629641;741;164511;289466;135;0;1;0;0;105;0;0;0;44;0;631;0;1;1798572;131;3;4;0;3;0;0;1;18;279;0;0;0;63;126984;10469995;0;134854;6;4;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1014;0;175;92;0;13;13478656;0;0;0;64;0;0;0;0;0;0;0;0;0
SRR15595350;1422;1432;0;1;0;0;0;0;0;0;0;0;0;1;171606;1608;599;0;0;0;17;0;0;2692;1;0;1;102;0;0;35;40;10;2;0;0;0;0;0;0;0;0;0;177;1;0;481947;178;124;278810;20;0;1;0;1;6;1;0;47;147;0;460;0;0;12041;345134;69;4;0;16514;0;1;0;20;54859;3;0;72;15;152866;2519216;1;27892;76;0;88;0;0;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;0;223;0;11;15;1337029;0;1;0;204;0;60;0;0;0;0;0;0;0
SRR22402341;220740;0;0;0;0;0;0;0;0;0;0;0;0;0;1154634;1277;16;0;0;8;0;0;0;1706;0;2;0;24;0;0;20;48;0;2;1;0;0;0;0;0;0;0;0;2397;0;0;1140267;1831;243571;234598;9;0;0;0;0;0;0;0;0;9;24;1194;0;0;31856;118;2;0;0;0;1;0;0;3;99;0;0;0;1039;187808;13446183;0;173675;6;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;66;0;0;13;16943357;0;1;103;2358;0;0;0;0;0;0;0;0;0
SRR22402255;10558;0;0;0;0;23;0;0;0;0;0;0;0;0;19439;9178;404;0;2;8;6;0;0;85710;12;0;11;153;0;0;36;60;0;0;0;0;0;0;0;0;0;0;1;3662;1;0;393987;902;533425;109096;6;0;1;0;0;0;50;0;15;97;3;216;0;8;62278;100058;80;0;0;0;10;0;0;52;64229;17;1;0;237;31185;6367946;6;389188;0;12;0;61;0;0;41;0;649;0;0;63;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;225;0;121;2;68;8;18187979;1;2;102;18;0;0;0;0;0;0;0;0;0
